MonthYear,Actor2Name                     ,Count
201909   ,ROSSIYSKAYA                    ,17
201502   ,RYAZAN                         ,2
201606   ,ROSTOV                         ,26
201606   ,SERGEY LEBEDEV                 ,6
201502   ,NENETS AUTONOMOUS OKRUG        ,1
202003   ,GORKI                          ,1
201508   ,TYVA REPUBLIC                  ,2
201606   ,ALEKSANDR KHLOPONIN            ,1
202004   ,ADYGEA                         ,10
202003   ,MOSKVA                         ,3
201611   ,VIMPELCOM                      ,25
201611   ,LADOGA                         ,11
201703   ,MURMANSK                       ,114
201703   ,NOVOSIBIRSK                    ,267
201608   ,KRASNODAR                      ,232
201608   ,ORYOL                          ,9
201608   ,MORDOVIA                       ,6
201708   ,MOLOTOV                        ,157
201708   ,MAGADAN                        ,6
201708   ,RYAZAN                         ,10
201606   ,RUSSIA                         ,72126
201707   ,TULA OBLAST                    ,3
201705   ,PENZA                          ,35
201510   ,ROSTOV ON DON                  ,13
201609   ,VLADIMIR                       ,2931
201609   ,IGOR SECHIN                    ,36
201609   ,TOMSK                          ,42
201609   ,STAVROPOL                      ,88
201609   ,MAGADAN                        ,5
201612   ,CHECHNYA                       ,311
201612   ,MURMANSK                       ,144
201612   ,VOLOGDA                        ,21
201709   ,VLADIMIR VLADIMIROVICH PUTIN   ,5
201901   ,CHECHEN REPUBLIC               ,67
201601   ,RUSSIAN FEDERATION             ,1014
201611   ,VLADIMIR VLADIMIROVICH PUTIN   ,7
201801   ,MECHEL                         ,15
201804   ,KRASNODAR                      ,81
201804   ,KARELIA                        ,53
201804   ,SERGEY LAVROV                  ,278
201710   ,IGOR SECHIN                    ,45
201609   ,SERGEY SOBYANIN                ,5
201601   ,VOLGOGRAD                      ,127
201708   ,TATYANA GOLIKOVA               ,4
201512   ,DAGESTAN                       ,320
201604   ,SAMARA                         ,280
201507   ,KRASNODAR                      ,133
201901   ,SERGEY LEBEDEV                 ,1
201503   ,TATARSTAN                      ,168
201602   ,SAINT PETERSBURG               ,142
202002   ,IRKUTSK                        ,80
202002   ,GORKY                          ,10
201907   ,CHUVASHIA                      ,13
201503   ,KHAKASSIA                      ,15
201512   ,KURGAN                         ,21
201503   ,URALS                          ,51
201511   ,VORONEZH                       ,66
201712   ,CHECHNYA                       ,267
201903   ,NOVAYA ZEMLYA                  ,2
201903   ,KAMCHATKA                      ,36
201603   ,KAZAN                          ,134
201508   ,LIPETSK                        ,21
201510   ,IVANOVO                        ,35
201504   ,KALUGA                         ,24
201810   ,RUSSIA                         ,82129
201504   ,RUSSLAND                       ,7
201505   ,NEVA                           ,21
201904   ,KALININGRAD                    ,70
201703   ,MMC NORILSK NICKEL             ,3
201807   ,IRKUTSK                        ,69
201810   ,CHUVASH                        ,7
201802   ,IBN AL KHATTAB                 ,1
201905   ,NOVOSIBIRSK                    ,177
201905   ,IGOR SECHIN                    ,5
201809   ,BRYANSK                        ,22
201809   ,CHECHNYA                       ,120
201806   ,ST PETERSBURG                  ,734
201806   ,VOLOGDA                        ,62
201806   ,KAMCHATKA                      ,34
201810   ,IGOR SHUVALOV                  ,2
201811   ,SERGEY SHOYGU                  ,6
201605   ,KALMYKIA                       ,8
201712   ,CHUKOTKA                       ,15
201607   ,VOLGA                          ,58
201607   ,LIPETSK                        ,29
201807   ,KHANTY MANSI                   ,1
201603   ,ALTAI                          ,44
201912   ,DAGESTAN                       ,54
201812   ,CHUKOTKA                       ,6
201912   ,SEVERSTAL                      ,1
201807   ,RUSSIE                         ,6
201605   ,VALENTINA MATVIYENKO           ,19
201603   ,MECHEL                         ,10
201607   ,KOLA PENINSULA                 ,1
201506   ,ADYGEA                         ,10
201909   ,MAGADAN                        ,12
202003   ,VLADIMIR VLADIMIROVICH PUTIN   ,2
201902   ,IRKUTSK                        ,87
201812   ,KURSK                          ,27
201906   ,SEVERSTAL                      ,3
201608   ,URAL MOUNTAINS                 ,4
201607   ,AMUR OBLAST                    ,2
201504   ,NIKOLAY PATRUSHEV              ,1
201511   ,ELVIRA NABIULLINA              ,4
201912   ,ULYANOVSK                      ,19
201912   ,MOSKVA                         ,18
201503   ,GORKI                          ,3
201504   ,GROZNYY                        ,1
201904   ,VIMPELCOM                      ,5
201609   ,KABARDINO BALKAR               ,3
201509   ,VITALIY CHURKIN                ,1
201511   ,CHUVASH                        ,1
201704   ,NOVAYA ZEMLYA                  ,1
201804   ,AMUR OBLAST                    ,1
202003   ,STALINGRAD                     ,36
202003   ,CHECHEN REPUBLIC               ,20
201702   ,ST PETERSBURG                  ,795
201702   ,SMOLENSK                       ,77
201704   ,MARI EL                        ,11
201704   ,IGOR IVANOVICH SHUVALOV        ,3
201703   ,ROSTOV                         ,138
201703   ,ALTAI                          ,34
201703   ,KHAKASSIA                      ,39
201603   ,SERGEY KISLYAK                 ,27
201701   ,NIZHNY NOVGOROD                ,79
201608   ,STAVROPOL                      ,97
201610   ,BORIS GRYZLOV                  ,6
201708   ,IVANOVO                        ,23
201708   ,YAROSLAVL                      ,47
201703   ,MOSKVA                         ,25
201709   ,SAKHALIN                       ,111
201705   ,LENINGRAD                      ,147
201705   ,TOMSK                          ,43
201706   ,VLADIMIR VLADIMIROVICH PUTIN   ,7
201706   ,ILMEN                          ,3
201609   ,ROSTOV                         ,40
201601   ,CHELYABINSK                    ,153
201901   ,NOVGOROD                       ,130
201901   ,ARKHANGELSK                    ,25
201705   ,KURGAN                         ,14
201612   ,YAKUTIA                        ,97
201609   ,VORONEZH                       ,52
201803   ,TYUMEN                         ,152
201803   ,LENINGRAD                      ,104
201705   ,YEVGENY PRIMAKOV               ,4
201805   ,KAZAN                          ,112
201805   ,RUSSIA                         ,86302
201804   ,KAZAN                          ,138
201804   ,SAMARA                         ,178
201804   ,LENINGRAD                      ,80
201605   ,MURMANSK                       ,84
201605   ,PENZA                          ,26
201708   ,IGOR SHCHEGOLEV                ,2
201603   ,LENINGRAD                      ,91
201503   ,ROSTOV ON DON                  ,30
202002   ,NOVOSIBIRSK                    ,172
202002   ,STALINGRAD                     ,41
201802   ,YAKUTIA                        ,47
201802   ,CHUVASHIA                      ,16
201510   ,KARELIA                        ,57
201603   ,KRASNODAR                      ,188
201511   ,KRASNODAR                      ,190
201506   ,SERGEY SHOYGU                  ,17
201911   ,VLADIMIR                       ,2247
201710   ,TULA OBLAST                    ,1
201610   ,IBN AL KHATTAB                 ,3
201504   ,RUSSIAN FEDERATION             ,275
201502   ,KAZAN                          ,14
201512   ,SARATOV                        ,59
201903   ,MIKHAIL LESIN                  ,19
201601   ,VORONEZH                       ,69
201508   ,KHAKASSIA                      ,54
201908   ,KHAKASSIA                      ,34
201808   ,VLADIMIR PUTIN                 ,4403
201811   ,YEVGENY PRIMAKOV               ,2
201503   ,NEVA                           ,37
201508   ,VIMPELCOM                      ,52
201904   ,VOLGA                          ,41
201904   ,VOLGOGRAD                      ,76
201807   ,BRYANSK                        ,27
201504   ,SAKHA                          ,16
201802   ,KOLA PENINSULA                 ,2
201905   ,YAROSLAVL                      ,84
201809   ,BASHKORTOSTAN                  ,47
201809   ,TATYANA GOLIKOVA               ,4
201806   ,DAGESTAN                       ,324
201806   ,SARATOV                        ,60
201502   ,SMOLENSK                       ,25
201806   ,GORKY                          ,7
201804   ,CHUKOTKA                       ,8
201607   ,MOLOTOV                        ,85
201607   ,KALMYKIA                       ,7
201607   ,URALS                          ,79
201504   ,NORTH OSSETIA ALANIA           ,2
201909   ,KURGAN                         ,16
201503   ,IGOR SHUVALOV                  ,8
201807   ,SAKHALIN                       ,82
201807   ,SERGEY SHOYGU                  ,23
201604   ,PETROGRAD                      ,9
201906   ,SAKHALIN                       ,61
201906   ,GROZNY                         ,17
201906   ,KALUGA                         ,17
201512   ,VIKTOR KHRISTENKO              ,4
201511   ,ALTAI                          ,41
201905   ,ROSSIYSKAYA                    ,4
201604   ,CHUVASHIA                      ,5
201903   ,RUSSIE                         ,1
201901   ,MAGADAN                        ,8
201902   ,MURMANSK                       ,66
201902   ,VOLGOGRAD                      ,75
201902   ,VOLGA                          ,70
201812   ,AMUR OBLAST                    ,3
201911   ,LADOGA                         ,3
201510   ,GORKIY                         ,2
201910   ,ASTRAKHAN                      ,34
201808   ,GORKI                          ,2
202005   ,ROSTOV ON DON                  ,3
201504   ,YEVGENY PRIMAKOV               ,2
201502   ,ORENBURG                       ,7
202002   ,URAL MOUNTAINS                 ,3
201904   ,SEVERSTAL                      ,7
201507   ,URAL MOUNTAINS                 ,1
201509   ,NEVA RIVER                     ,2
201905   ,BORIS GRYZLOV                  ,1
201510   ,IGOR LEVITIN                   ,1
202003   ,GORKIY                         ,1
201606   ,KHANTY MANSI                   ,1
201511   ,LADOGA                         ,1
201805   ,OMSK OBLAST                    ,1
202004   ,KAZAN                          ,77
202004   ,RUSSIA                         ,38465
202003   ,IRKUTSK                        ,97
202003   ,ST PETERSBURG                  ,495
202005   ,RYAZAN                         ,7
202005   ,VOLGA                          ,12
201702   ,KIROV                          ,167
201707   ,NEVA                           ,42
201704   ,OPEN JOINT STOCK COMPANY       ,1
201704   ,ARKHANGELSK                    ,50
201611   ,ST PETERSBURG                  ,976
201612   ,RUSSIAN FEDERATION             ,710
201703   ,CHUVASHIA                      ,9
201703   ,TOMSK                          ,27
201701   ,KURGAN                         ,33
201609   ,RUSSIAN                        ,50084
201610   ,PETROGRAD                      ,4
201706   ,TYUMEN                         ,137
201709   ,SMOLENSK                       ,38
201509   ,MOSCOW                         ,12914
201609   ,TYUMEN                         ,163
201509   ,ST PETERSBURG                  ,846
201609   ,PRIMORSKY                      ,4
201512   ,VLADIMIR PUTIN                 ,5854
201612   ,OPEN JOINT STOCK COMPANY       ,8
201709   ,SAKHA                          ,41
201612   ,CHUKOTKA                       ,4
201606   ,VLADIMIR                       ,2558
201803   ,KHAKASSIA                      ,26
201711   ,VLADIMIR                       ,2538
201801   ,KURSK                          ,31
201804   ,VIMPELCOM                      ,5
201610   ,ROSSIJA                        ,1
201605   ,ASTRAKHAN                      ,101
201512   ,IRKUTSK                        ,106
201506   ,KRASNODAR                      ,91
201503   ,NENETS AUTONOMOUS OKRUG        ,7
202001   ,BURYAT                         ,16
202001   ,KARELIA                        ,20
201805   ,YAROSLAVL                      ,41
201802   ,VOLGOGRAD                      ,144
201506   ,PSKOV                          ,189
201505   ,PSKOV                          ,136
201505   ,CHELYABINSK                    ,95
201503   ,TYUMEN                         ,96
201601   ,TAMBOV                         ,35
201911   ,SERGEY KISLYAK                 ,21
201710   ,BURYAT                         ,7
202002   ,KHAKASSIA                      ,35
201711   ,MAGADAN                        ,16
201512   ,KAZAN                          ,112
201602   ,VOLGA                          ,60
201604   ,TYUMEN                         ,189
201509   ,LENINGRAD                      ,108
201712   ,MIKHAIL GORBACHEV              ,31
201504   ,VOLGOGRAD                      ,67
201511   ,GORKI                          ,11
201908   ,MOSCOW                         ,8805
201908   ,ST. PETERSBURG                 ,17
201908   ,KALININGRAD                    ,104
201502   ,VIMPELCOM                      ,14
201904   ,NOVOSIBIRSK                    ,140
201807   ,MECHEL                         ,7
201711   ,NIZHNI NOVGOROD                ,2
201603   ,KIROV                          ,78
201810   ,KIROV                          ,47
201809   ,PERM KRAI                      ,13
202005   ,KRASNOJARSK                    ,1
201806   ,PSKOV                          ,152
201806   ,VORONEZH                       ,80
201806   ,NEVA                           ,30
201806   ,SMOLENSK                       ,50
201809   ,ROSTOV ON DON                  ,42
201712   ,BASHKORTOSTAN                  ,38
201712   ,ST. PETERSBURG                 ,7
201804   ,VOLKHOV                        ,1
201908   ,KHANTY MANSI                   ,2
201510   ,LIPETSK                        ,23
201601   ,DMITRIY MEDVEDEV               ,15
201607   ,DAGESTAN                       ,251
201511   ,STAVROPOL                      ,56
201909   ,IGOR SHUVALOV                  ,4
201510   ,YAMALO NENETS                  ,1
201912   ,ORENBURG                       ,45
201505   ,LADOGA                         ,7
201906   ,NOVGOROD                       ,142
201906   ,URALS                          ,69
201808   ,SARATOV                        ,51
201506   ,BURYAT                         ,2
201512   ,CHUVASHIA                      ,8
201502   ,MOSKVA                         ,4
201904   ,KURSK                          ,15
201904   ,NIZHNI NOVGOROD                ,7
201903   ,IGOR SECHIN                    ,8
201902   ,KRASNODAR                      ,124
201902   ,PSKOV                          ,315
201704   ,GROZNYY                        ,2
201812   ,BASHKORTOSTAN                  ,33
201601   ,IGOR SHUVALOV                  ,9
202001   ,OPEN JOINT STOCK COMPANY       ,2
201506   ,KEMEROVO                       ,14
201910   ,BELGOROD                       ,25
201910   ,LENINGRAD                      ,102
201504   ,GORKY                          ,7
201501   ,ST. PETERSBURG                 ,1
201511   ,KHANTY MANSI                   ,1
201604   ,NEVA RIVER                     ,1
201501   ,LENINGRAD                      ,4
201802   ,PETERBURG                      ,1
201910   ,EVRAZ                          ,6
201506   ,SERGEY KIRIYENKO               ,4
201601   ,ADYGEA                         ,4
201712   ,IGOR SHUVALOV                  ,2
201504   ,IGOR SHUVALOV                  ,12
201909   ,VALENTINA MATVIYENKO           ,2
201507   ,MIKHAIL KASYANOV               ,2
201512   ,OPEN JOINT STOCK COMPANY       ,3
201806   ,IGOR IVANOVICH SECHIN          ,4
201910   ,SERGEY KISLYAK                 ,11
201905   ,KOMI REPUBLIC                  ,1
201904   ,IGOR SHCHEGOLEV                ,2
201809   ,NEVA RIVER                     ,1
201504   ,ALEKSANDR KONOVALOV            ,3
201601   ,NIKOLAY PATRUSHEV              ,3
201910   ,GORKI                          ,1
201606   ,IRKUTSK                        ,139
201606   ,URALS                          ,96
201502   ,TAMBOV                         ,2
201503   ,OMSK OBLAST                    ,1
202004   ,VLADIVOSTOK                    ,150
202003   ,SVERDLOVSK                     ,86
202003   ,TATARSTAN                      ,84
201904   ,VLADIMIR                       ,4009
201702   ,KRASNOYARSK                    ,169
201707   ,KOMI REPUBLIC                  ,7
201611   ,VLADIMIR PUTIN                 ,5751
201611   ,KHAKASSIA                      ,47
201611   ,KOMI REPUBLIC                  ,11
201704   ,RYAZAN                         ,4
201703   ,LENINGRAD                      ,116
201703   ,KAZAN                          ,193
201609   ,RUSSIA                         ,100165
201610   ,KIROV                          ,116
201708   ,SERGEY LAVROV                  ,253
201706   ,PSKOV                          ,158
201705   ,SIBERIA                        ,236
201705   ,KAMCHATKA                      ,12
201705   ,NIZHNY NOVGOROD                ,97
201706   ,NIZHNY NOVGOROD                ,88
201609   ,MOLOTOV                        ,103
201609   ,KHABAROVSK                     ,57
201609   ,VOLGOGRAD                      ,137
201609   ,VALENTINA MATVIYENKO           ,10
201707   ,IGOR SHUVALOV                  ,9
201901   ,URAL MOUNTAINS                 ,4
201803   ,KAZAN                          ,92
201803   ,PRIMORSKY                      ,1
201710   ,MUHANNAD                       ,37
201804   ,BRYANSK                        ,22
201510   ,CHELYABINSK                    ,214
201710   ,RYAZAN                         ,6
201605   ,IVANOVO                        ,47
201503   ,BRYANSK                        ,31
201603   ,SMOLENSK                       ,154
201602   ,SAMARA                         ,247
201511   ,ROSTOV                         ,40
201504   ,URALS                          ,109
202001   ,DAGESTAN                       ,84
202002   ,RYAZAN                         ,35
201802   ,NIZHNY NOVGOROD                ,83
202005   ,YAROSLAVL                      ,1
201510   ,NOVGOROD                       ,109
201510   ,PETROGRAD                      ,7
201710   ,YAKUTIA                        ,25
201706   ,OPEN JOINT STOCK COMPANY       ,2
202002   ,DAGESTAN                       ,62
201706   ,URAL MOUNTAINS                 ,3
201509   ,SERGEY IVANOV                  ,25
201504   ,NOVOSIBIRSK                    ,186
201503   ,KRASNODAR                      ,78
201903   ,YAKUTIA                        ,37
201903   ,URALS                          ,84
201804   ,NIZHNI NOVGOROD                ,5
201506   ,TYUMEN                         ,71
201501   ,VLADIMIR PUTIN                 ,83
201908   ,MECHEL                         ,5
201811   ,RUSSIE                         ,5
201603   ,KOMI REPUBLIC                  ,13
201904   ,OMSK                           ,62
201703   ,ONEGA                          ,3
201807   ,KALUGA                         ,13
201509   ,SERGEY SHOYGU                  ,20
201604   ,BORIS GRYZLOV                  ,32
201605   ,CHEREPOVETS                    ,3
201503   ,KHABAROVSK                     ,26
201512   ,GROZNY                         ,28
201804   ,SERGEY SHOYGU                  ,10
201504   ,MAGADAN                        ,16
201909   ,GROZNY                         ,18
201909   ,RUSSLAND                       ,2
201807   ,SERGEY SOBYANIN                ,1
201810   ,SERGEY SOBYANIN                ,2
201912   ,VALENTINA MATVIYENKO           ,8
201711   ,VLADIMIR ZORIN                 ,1
201510   ,NALCHIK                        ,19
201906   ,NIZHNY NOVGOROD                ,66
202001   ,MAGADAN                        ,6
201601   ,LADOGA                         ,22
201502   ,VLADIVOSTOK                    ,19
202003   ,MIKHAIL SHVYDKOY               ,2
201502   ,GORKI                          ,2
201902   ,CHELYABINSK                    ,199
201501   ,SAMARA                         ,10
201812   ,DAGESTAN                       ,102
201812   ,KARELIA                        ,107
201902   ,SAKHALIN                       ,46
201603   ,KHANTY MANSI                   ,11
201910   ,BASHKORTOSTAN                  ,44
201910   ,NEVA                           ,29
201506   ,KOLA PENINSULA                 ,1
201811   ,VIKTOR CHERNOMYRDIN            ,4
201909   ,VLADIMIR VLADIMIROVICH PUTIN   ,2
201901   ,ALEKSANDR BORTNIKOV            ,3
201604   ,KOLA PENINSULA                 ,1
202001   ,ILMEN                          ,1
201912   ,KALMYKIA                       ,7
201909   ,MECHEL                         ,3
201601   ,ALEKSANDR KHLOPONIN            ,1
201606   ,BURYAT                         ,17
201606   ,VOLGA                          ,98
201606   ,MOBILE TELESYSTEMS             ,1
202004   ,CHECHEN REPUBLIC               ,20
202003   ,SARATOV                        ,53
202003   ,KURGAN                         ,19
201707   ,SAMARA                         ,177
201708   ,KAMCHATKA                      ,24
201704   ,VOLGA                          ,74
201704   ,VOLOGDA                        ,18
201611   ,KOLA PENINSULA                 ,8
201703   ,SERGEY LAVROV                  ,198
201608   ,CHECHEN REPUBLIC               ,28
201608   ,BELGOROD                       ,12
201608   ,RUSSIE                         ,2
201610   ,ROSTOV                         ,43
201708   ,NOVGOROD                       ,110
201708   ,STALINGRAD                     ,73
201703   ,GORKI                          ,4
201703   ,KHABAROVSK                     ,48
201709   ,NIZHNY NOVGOROD                ,138
201709   ,KARELIA                        ,38
201609   ,BORIS GRYZLOV                  ,16
201612   ,VIMPELCOM                      ,13
201612   ,IVANOVO                        ,51
201901   ,MURMANSK                       ,59
201812   ,RUSSIA                         ,87879
201605   ,VOLGA                          ,58
201803   ,MORDOVIA                       ,5
201710   ,ST PETERSBURG                  ,1240
201710   ,PENZA                          ,56
201701   ,KOMI REPUBLIC                  ,5
201610   ,NORTH OSSETIA ALANIA           ,1
201711   ,CHUVASH                        ,4
201605   ,CHECHNYA                       ,365
201605   ,NOVGOROD                       ,113
201605   ,ULYANOVSK                      ,72
201505   ,RUSSIAN FEDERATION             ,306
201803   ,OPEN JOINT STOCK COMPANY       ,2
201509   ,TATARSTAN                      ,105
201506   ,RUSSIAN                        ,28756
201603   ,CHECHEN REPUBLIC               ,25
202001   ,MURMANSK                       ,40
